id	artifact_path	sha256	notes
references/sections/see_also	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/sections/see_also.rst	73776552129013251ca6db6ffc382ccf129bb901bb6a2002acc9d5acb7902f6f	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/sections/toc	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/sections/toc.rst	cc19b89c7924a3484dc84d1639f11565bd0254b8be7ce05c90ccfed98209aa81	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/sections/usage	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/sections/usage.rst	609bd00c75beb8850d07fdef0b0f7908c28bafbd614f6082c4d2d20ca284e789	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/structure/article	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/structure/article.rst	e71fbd793a3725dc9a3b3af851a6e1273975853cddae46b208e9ffbcbe147cdc	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/structure/documentation	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/structure/documentation.rst	81a15456160f4dfab09c7aef5149e203303527e00606b43ab6bb3b9e8afbddf4	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/structure/index	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/structure/index.rst	91f5ad10cc6ea17e501927500dd91cf445169735d1abb53ebc049713e15ea20f	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/tools/index	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/tools/index.rst	bc3c669606603cadca94c35a5ccf199aab5d734a7d97bc20346758cb5227fc43	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/tools/sphinx	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/tools/sphinx.rst	ff701e791033f9ef5ab0710b5c82defd21a6f142987ee024c952cbd1a354f821	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/types/functions	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/types/functions.rst	2ba1e249cf8578de3b37fcba38361a5f0bd7265d32242502ac1d952cb17af93c	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/types/guide	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/types/guide.rst	be2b59afb6b9dc37c241f9c8a546c521c3d2e5563360e248c79deabe1e469d7b	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/types/index	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/types/index.rst	76dc48a0c228163e471c65d78a8f683aa587476d87b8872f590ad5c2f0bc9ce0	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/types/reference	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/types/reference.rst	c02599362c149d13a521455a67dc12178984a7d0f053ffd50639c3886138a4c1	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/types/reqspec	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/types/reqspec.rst	d9206b8f730acac40c31fc195734636bef80e32a3a0c9c4cd14245b76fd8c828	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
references/types/rules	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/references/types/rules.rst	416a4cc7f05b8dfc45df5be49c032463cfb5c769bdee752a8d14863ebff38f7a	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
resources	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/resources.rst	3af333695c337e50a972481302208cae43910619579bb626b399cbbe759c0fcd	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
theory/goal	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/theory/goal.rst	9337bf5aa76a46bcb36a651406186b748e92ed7def2e2d8ff86fca479f6abba7	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
theory/how-people-read	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/theory/how-people-read.rst	9ba6fbe0f5532b5b086567649e5d8db6ea9d544542d77994aeb5051415644198	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
theory/index	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/theory/index.rst	c25f69edaa457b385ac3de0ffa5ef29c71279d662f7b83795d702bb35f51ff53	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
theory/principles	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/theory/principles.rst	ba586dfc36b6cd312de01469a1c1f2459084265cd58eb5a949726045be2b8a2b	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
theory/why	knowledge/primary/HWD/287c3b86170f56b163dc65eeaaf3678c3cefb25c/pages/theory/why.rst	5c3f9359e84684ccc611a460f6025b00ae3112c3c9af60c604cac8af0f9dfae8	Snapshot of src/pages at commit 287c3b86170f56b163dc65eeaaf3678c3cefb25c.
